id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2019-973764,2019-06-21,000001,Vente,380000,70,,RUE GALLIENI,4110,92100,92012,Boulogne-Billancourt,92,,,920120000Y0156,,,129,,,,,,,,,,1,2,Appartement,43,1,,,,,,2.243276,48.837169
2019-973765,2019-07-01,000001,Vente,338000,93,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AK0251,,,186,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.232188,48.834001
2019-973765,2019-07-01,000001,Vente,338000,122,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AK0251,,,344,44.01,415,,,,,,,,2,2,Appartement,46,2,,,,,,2.232188,48.834001
2019-973767,2019-07-08,000001,Vente,780000,69,B,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,92012000AR0037,,,12,,27,76.78,,,,,,,2,2,Appartement,77,3,,,,,,2.245973,48.83711
2019-973771,2019-06-26,000001,Vente,25000,16,,RUE DU FIEF,3540,92100,92012,Boulogne-Billancourt,92,,,92012000BQ0174,,,92,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.256312,48.831832
2019-973774,2019-06-27,000001,Vente,20000,59,T,RUE DES PEUPLIERS,7195,92100,92012,Boulogne-Billancourt,92,,,92012000BO0069,,,121,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.253174,48.835398
2019-973780,2019-06-28,000001,Vente,546694,5,,AV ANDRE MORIZET,0123,92100,92012,Boulogne-Billancourt,92,,,92012000AP0096,,,142,58.91,185,,,,,,,,2,2,Appartement,59,3,,,,,,2.242189,48.833658
2019-973781,2019-06-27,000001,Vente,1213900,11,,PL PLACE PAUL VERLAINE,9634,92100,92012,Boulogne-Billancourt,92,,,92012000BE0034,,,145,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.240276,48.828469
2019-973781,2019-06-27,000001,Vente,1213900,11,,PL PLACE PAUL VERLAINE,9634,92100,92012,Boulogne-Billancourt,92,,,92012000BE0034,,,183,,,,,,,,,,1,2,Appartement,125,5,,,,,,2.240276,48.828469
2019-973781,2019-06-27,000001,Vente,1213900,11,,PL PLACE PAUL VERLAINE,9634,92100,92012,Boulogne-Billancourt,92,,,92012000BE0034,,,146,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.240276,48.828469
2019-973782,2019-07-03,000001,Vente,433700,18,,RUE DU FIEF,3540,92100,92012,Boulogne-Billancourt,92,,,92012000BQ0021,,,101,46.45,111,11.9,17,,,,,,3,2,Appartement,58,3,,,,,,2.255928,48.831946
2019-973784,2019-07-03,000001,Vente,813000,117,Q,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BG0099,,,428,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.243822,48.827501
2019-973784,2019-07-03,000001,Vente,813000,6,,RUE NINA BERBEROVA,0675,92100,92012,Boulogne-Billancourt,92,,,92012000BG0099,,,338,88.29,388,,,,,,,,2,2,Appartement,88,4,,,,,,2.243822,48.827501
2019-973784,2019-07-03,000001,Vente,813000,117,Q,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BG0099,,,429,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.243822,48.827501
2019-973785,2019-06-29,000001,Vente,90000,31,,RUE DE LA ROCHEFOUCAULD,5110,92100,92012,Boulogne-Billancourt,92,,,920120000J0110,,,19,,,,,,,,,,1,2,Appartement,14,1,,,,,,2.240719,48.846333
2019-973787,2019-07-09,000001,Vente,750000,22,,AV EDOUARD VAILLANT,3120,92100,92012,Boulogne-Billancourt,92,,,92012000AT0102,,,101,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.252771,48.836847
2019-973787,2019-07-09,000001,Vente,750000,22,,AV EDOUARD VAILLANT,3120,92100,92012,Boulogne-Billancourt,92,,,92012000AT0102,,,133,,187,96.8,,,,,,,2,2,Appartement,76,4,,,,,,2.252771,48.836847
2019-973788,2019-06-20,000001,Vente,420000,5,B,RUE DE LA BELLE FEUILLE,0640,92100,92012,Boulogne-Billancourt,92,,,920120000Y0067,,,222,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.243404,48.838557
2019-973788,2019-06-20,000001,Vente,420000,5,B,RUE DE LA BELLE FEUILLE,0640,92100,92012,Boulogne-Billancourt,92,,,920120000Y0067,,,107,48.06,113,,,,,,,,2,2,Appartement,50,2,,,,,,2.243404,48.838557
2019-973789,2019-06-21,000001,Vente,235000,85,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000BM0008,,,48,,,,,,,,,,1,2,Appartement,30,2,,,,,,2.24915,48.833848
2019-973790,2019-06-25,000001,Vente,2221600,16,B,RUE BARTHOLDI,0630,92100,92012,Boulogne-Billancourt,92,,,920120000R0060,,,2,,4,177.6,7,,8,,,,4,2,Appartement,174,8,,,,,,2.243149,48.845399
2019-973793,2019-07-04,000001,Vente,566000,41,,RUE DE L ANCIENNE MAIRIE,0120,92100,92012,Boulogne-Billancourt,92,,,92012000AB0206,,,3,59.46,7,,,,,,,,2,2,Appartement,55,3,,,,,,2.234721,48.837449
2019-973794,2019-07-04,000001,Vente,245750,52,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AI0019,,,44,27.85,67,,,,,,,,2,2,Appartement,28,2,,,,,,2.228308,48.834002
2019-973795,2019-06-24,000001,Vente,855000,15,,AV CHARLES DE GAULLE,1423,92100,92012,Boulogne-Billancourt,92,,,920120000A0028,,,104,86.15,,,,,,,,,1,2,Appartement,86,4,,,,,,2.236776,48.85015
2019-973795,2019-06-24,000001,Vente,855000,5,,VLA ALEXANDRINE,0061,92100,92012,Boulogne-Billancourt,92,,,920120000A0028,,,330,,463,,,,,,,,2,3,Dépendance,,0,,,,,,2.236776,48.85015
2019-973795,2019-06-24,000001,Vente,855000,5,,VLA ALEXANDRINE,0061,92100,92012,Boulogne-Billancourt,92,,,920120000A0028,,,466,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.236776,48.85015
2019-973796,2019-06-05,000001,Vente,476000,18,,RUE D'AGUESSEAU,0050,92100,92012,Boulogne-Billancourt,92,,,920120000L0118,,,21,,4,55.42,,,,,,,2,2,Appartement,52,3,,,,,,2.236094,48.844176
2019-973799,2019-06-28,000001,Vente,525000,2,,RUE DU BELVEDERE,0660,92100,92012,Boulogne-Billancourt,92,,,920120000V0047,,,3,70.07,8,,,,,,,,2,2,Appartement,44,2,,,,,,2.250746,48.840442
2019-973800,2019-06-17,000001,Vente,615385,40,,RUE ANNA JACQUIN,0130,92100,92012,Boulogne-Billancourt,92,,,920120000B0050,,,319,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.227842,48.845302
2019-973800,2019-06-17,000001,Vente,615385,40,,RUE ANNA JACQUIN,0130,92100,92012,Boulogne-Billancourt,92,,,920120000B0050,,,203,80.27,234,,,,,,,,2,2,Appartement,81,3,,,,,,2.227842,48.845302
2019-973802,2019-07-10,000001,Vente,505000,48,,QUAI ALPHONSE LE GALLO,0075,92100,92012,Boulogne-Billancourt,92,,,92012000AG0031,,,1274,59.92,1300,,,,,,,,2,2,Appartement,59,3,,,,,,2.226176,48.838134
2019-973807,2019-07-04,000001,Vente,289650,52,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000O0165,,,18,,20,,6,,,,,,3,2,Appartement,29,2,,,,,,2.244385,48.839682
2019-973810,2019-07-03,000001,Vente,835950,34,,RUE MARCEL BONTEMPS,0759,92100,92012,Boulogne-Billancourt,92,,,92012000BD0151,,,305,85.48,,,,,,,,,1,2,Appartement,86,4,,,,,,2.239931,48.82673
2019-973810,2019-07-03,000001,Vente,835950,36,,RUE MARCEL BONTEMPS,0759,92100,92012,Boulogne-Billancourt,92,,,92012000BD0151,,,330,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.239931,48.82673
2019-973810,2019-07-03,000001,Vente,835950,36,,RUE MARCEL BONTEMPS,0759,92100,92012,Boulogne-Billancourt,92,,,92012000BD0151,,,331,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.239931,48.82673
2019-973812,2019-06-28,000001,Vente,780300,260,,AV DU MARECHAL JUIN,6165,92100,92012,Boulogne-Billancourt,92,,,92012000AK0209,,,180,,97,87.62,,,,,,,2,2,Appartement,87,4,,,,,,2.230555,48.833434
2019-973812,2019-06-28,000001,Vente,780300,228,,AV DU MARECHAL JUIN,6165,92100,92012,Boulogne-Billancourt,92,,,92012000AK0209,,,537,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.230555,48.833434
2019-973814,2019-07-01,000001,Vente,940800,23,,RUE GAMBETTA,4120,92100,92012,Boulogne-Billancourt,92,,,920120000S0016,,,161,114.31,207,,,,,,,,2,2,Appartement,98,4,,,,,,2.241344,48.846338
2019-973815,2019-06-24,000001,Vente,530000,240,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,92012000BF0038,,,28,69.68,,,,,,,,,1,2,Appartement,68,4,,,,,,2.245298,48.829757
2019-973815,2019-06-24,000001,Vente,530000,231,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,92012000BL0101,,,179,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.246058,48.83035
2019-973816,2019-07-01,000001,Vente,647620,30,,RUE D ISSY,4660,92100,92012,Boulogne-Billancourt,92,,,92012000BF0066,,,2,71.34,36,,,,,,,,2,2,Appartement,72,3,,,,,,2.242548,48.829874
2019-973816,2019-07-01,000001,Vente,647620,30,,RUE D ISSY,4660,92100,92012,Boulogne-Billancourt,92,,,92012000BF0066,,,108,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.242548,48.829874
2019-973817,2019-07-10,000001,Vente,676000,26,,RUE DE MEUDON,6220,92100,92012,Boulogne-Billancourt,92,,,92012000BH0005,,,547,77.32,,,,,,,,,1,2,Appartement,79,3,,,,,,2.242212,48.826203
2019-973817,2019-07-10,000001,Vente,676000,28,,RUE DE MEUDON,6220,92100,92012,Boulogne-Billancourt,92,,,92012000BH0005,,,593,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.242212,48.826203
2019-973821,2019-06-27,000001,Vente,340000,60,,RUE DU CHEMIN VERT,1435,92100,92012,Boulogne-Billancourt,92,,,92012000AS0086,,,180,41.82,46,,,,,,,,2,2,Appartement,40,2,,,,,,2.249523,48.836156
2019-973822,2019-06-14,000001,Vente,1632150,84,,AV PIERRE LEFAUCHEUX,5125,92100,92012,Boulogne-Billancourt,92,,,92012000BD0079,,,481,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.235443,48.827411
2019-973822,2019-06-14,000001,Vente,1632150,84,,AV PIERRE LEFAUCHEUX,5125,92100,92012,Boulogne-Billancourt,92,,,92012000BD0079,,,134,144.17,,,,,,,,,1,2,Appartement,148,5,,,,,,2.235443,48.827411
2019-973822,2019-06-14,000001,Vente,1632150,84,,AV PIERRE LEFAUCHEUX,5125,92100,92012,Boulogne-Billancourt,92,,,92012000BD0079,,,482,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.235443,48.827411
2019-973827,2019-06-21,000001,Vente,496637,21,,RUE LOUIS PASTEUR,5180,92100,92012,Boulogne-Billancourt,92,,,920120000O0017,,,684,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241826,48.841178
2019-973827,2019-06-21,000001,Vente,496637,21,,RUE LOUIS PASTEUR,5180,92100,92012,Boulogne-Billancourt,92,,,920120000O0017,,,260,51.04,547,,,,,,,,2,2,Appartement,51,2,,,,,,2.241826,48.841178
2019-973829,2019-07-08,000001,Vente,731143,38,,RUE DE LA ROCHEFOUCAULD,5110,92100,92012,Boulogne-Billancourt,92,,,920120000R0161,,,56,78.11,85,,,,,,,,2,2,Appartement,78,5,,,,,,2.242756,48.84561
2019-973830,2019-07-09,000001,Vente,30000,93,,RUE D'AGUESSEAU,0050,92100,92012,Boulogne-Billancourt,92,,,920120000Z0133,,,208,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.238161,48.839263
2019-973833,2019-07-10,000001,Vente,210000,1,,RUE CARNOT,1415,92100,92012,Boulogne-Billancourt,92,,,92012000AP0073,,,16,38.29,45,,,,,,,,2,2,Appartement,40,2,,,,,,2.242712,48.834577
2019-973835,2019-07-12,000001,Vente,440500,136,,AV EMILE ZOLA,3160,92100,92012,Boulogne-Billancourt,92,,,92012000BE0034,,,265,,,,,,,,,,1,2,Appartement,49,2,,,,,,2.240276,48.828469
2019-973836,2019-06-24,000001,Vente,15000,43,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AE0072,,,270,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,110,0,,,,,,2.228318,48.836134
2019-973838,2019-07-09,000001,Vente,1690000,46,,RUE DU CHEMIN VERT,1435,92100,92012,Boulogne-Billancourt,92,,,92012000AS0041,,,,,,,,,,,,,0,1,Maison,150,7,S,sols,,,410,2.250634,48.836621
2019-973839,2019-06-27,000001,Vente,330000,17,,RUE DE LA ROCHEFOUCAULD,5110,92100,92012,Boulogne-Billancourt,92,,,920120000J0049,,,5,39.4,6,,,,,,,,2,2,Appartement,38,1,,,,,,2.239924,48.846441
2019-973842,2019-07-05,000001,Vente,343050,122,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000N0010,,,7,46.71,,,,,,,,,1,2,Appartement,36,2,,,,,,2.23479,48.84048
2019-973853,2019-06-21,000001,Vente,140000,52,,AV J B CLEMENT,4720,92100,92012,Boulogne-Billancourt,92,,,920120000G0133,,,17,,,,,,,,,,1,2,Appartement,40,2,,,,,,2.2358,48.845531
2019-973854,2019-06-18,000001,Vente,1570000,90,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AK0300,,,,,,,,,,,,,0,1,Maison,201,5,S,sols,,,110,2.2308,48.834624
2019-973854,2019-06-18,000001,Vente,1570000,90,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AK0300,,,,,,,,,,,,,0,1,Maison,183,5,S,sols,,,110,2.2308,48.834624
2019-973856,2019-07-09,000001,Vente,30000,50,,AV GAL LECLERC,4135,92100,92012,Boulogne-Billancourt,92,,,92012000AP0047,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.238896,48.832528
2019-973861,2019-07-03,000001,Vente,918000,3,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AC0002,,,111,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.228807,48.839239
2019-973861,2019-07-03,000001,Vente,918000,3,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AC0002,,,18,113.88,40,,,,,,,,2,2,Appartement,114,4,,,,,,2.228807,48.839239
2019-973861,2019-07-03,000001,Vente,918000,3,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AC0002,,,109,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.228807,48.839239
2019-973861,2019-07-03,000001,Vente,918000,3,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AC0002,,,110,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.228807,48.839239
2019-973863,2019-07-05,000001,Vente,1805000,37,,BD D AUTEUIL,0170,92100,92012,Boulogne-Billancourt,92,,,920120000S0075,,,119,,132,,,,,,,,2,2,Appartement,159,6,,,,,,2.2472,48.84597
2019-973865,2019-06-28,000001,Vente,243880,41,,AV PIERRE GRENIER,7205,92100,92012,Boulogne-Billancourt,92,,,92012000BP0099,,,4,30.42,,,,,,,,,1,2,Appartement,30,1,,,,,,2.251498,48.83051
2019-973866,2019-06-20,000001,Vente,225000,157,,RUE LES ENFANTS DU PARADIS,3167,92100,92012,Boulogne-Billancourt,92,,,92012000BQ0209,,,545,,611,,,,,,,,2,2,Appartement,26,1,,,,,,2.257076,48.83268
2019-973868,2019-07-09,000001,Vente,483500,79,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000Z0280,,,1786,,1887,58.09,,,,,,,2,2,Appartement,50,2,,,,,,2.239146,48.839098
2019-973868,2019-07-09,000001,Vente,483500,81,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000Z0280,,,1498,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.239146,48.839098
2019-973870,2019-07-04,000001,Vente,390000,103,,AV ANDRE MORIZET,0123,92100,92012,Boulogne-Billancourt,92,,,92012000AC0115,,,103,55.61,120,,,,,,,,2,2,Appartement,57,2,,,,,,2.230952,48.839145
2019-973871,2019-07-01,000001,Vente,770000,90,,RUE DE PARIS,7130,92100,92012,Boulogne-Billancourt,92,,,920120000O0017,,,407,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,0,,,,,,2.241826,48.841178
2019-973871,2019-07-01,000001,Vente,770000,23,,RUE LOUIS PASTEUR,5180,92100,92012,Boulogne-Billancourt,92,,,920120000O0017,,,342,69.98,406,,,,,,,,2,2,Appartement,70,2,,,,,,2.241826,48.841178
2019-973871,2019-07-01,000001,Vente,770000,23,,RUE LOUIS PASTEUR,5180,92100,92012,Boulogne-Billancourt,92,,,920120000O0017,,,508,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241826,48.841178
2019-973872,2019-07-11,000001,Vente,1560000,30,,RUE LOUIS PASTEUR,5180,92100,92012,Boulogne-Billancourt,92,,,920120000P0139,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241101,48.841795
2019-973872,2019-07-11,000001,Vente,1560000,30,,RUE LOUIS PASTEUR,5180,92100,92012,Boulogne-Billancourt,92,,,920120000P0139,,,18,,2,131.3,,,,,,,2,2,Appartement,120,4,,,,,,2.241101,48.841795
2019-973872,2019-07-11,000001,Vente,1560000,30,,RUE LOUIS PASTEUR,5180,92100,92012,Boulogne-Billancourt,92,,,920120000P0139,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241101,48.841795
2019-973877,2019-07-09,000001,Vente,485000,53,,RUE DANJOU,2520,92100,92012,Boulogne-Billancourt,92,,,92012000BM0121,,,152,63.06,153,,,,,,,,2,2,Appartement,62,2,,,,,,2.249457,48.831603
2019-973880,2019-07-05,000001,Vente,2700000,79,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AK0100,,,53,,54,,55,,56,,57,,6,4,Local industriel. commercial ou assimilé,445,0,,,,,,2.22952,48.833224
2019-973881,2019-06-27,000001,Vente,459950,73,,RUE DU DOME,2580,92100,92012,Boulogne-Billancourt,92,,,92012000BL0196,,,3020,,3053,55.02,,,,,,,2,2,Appartement,54,3,,,,,,2.248235,48.830761
2019-973881,2019-06-27,000001,Vente,459950,23,,RUE DES LONGS PRES,5170,92100,92012,Boulogne-Billancourt,92,,,92012000BL0196,,,10108,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248235,48.830761
2019-973882,2019-07-09,000001,Vente,360300,6,,RUE PAU CASALS,7134,92100,92012,Boulogne-Billancourt,92,,,920120000J0115,,,176,39.97,508,,,,,,,,2,2,Appartement,38,2,,,,,,2.238844,48.847427
2019-973883,2019-07-09,000001,Vente,28000,78,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000Q0119,,,84,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.246016,48.841691
2019-973884,2019-07-15,000001,Vente,554850,68,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000R0146,,,18,58.64,42,,,,,,,,2,2,Appartement,60,2,,,,,,2.24492,48.84345
2019-973887,2019-07-11,000001,Vente,1040450,1,,RUE ESCUDIER,3180,92100,92012,Boulogne-Billancourt,92,,,920120000F0061,,,20,94.82,21,,22,,23,,24,,9,2,Appartement,91,3,,,,,,2.232405,48.843444
2019-973888,2019-07-12,000001,Vente,810280,21,B,RUE LOUIS PASTEUR,5180,92100,92012,Boulogne-Billancourt,92,,,920120000O0017,,,422,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241826,48.841178
2019-973888,2019-07-12,000001,Vente,810280,25,,RUE LOUIS PASTEUR,5180,92100,92012,Boulogne-Billancourt,92,,,920120000O0017,,,204,75.86,360,,,,,,,,2,2,Appartement,76,3,,,,,,2.241826,48.841178
2019-973890,2019-07-17,000001,Vente,335000,21,,RUE JULES FERRY,4775,92100,92012,Boulogne-Billancourt,92,,,92012000BH0081,,,83,35.77,,,,,,,,,1,2,Appartement,43,2,,,,,,2.246212,48.826992
2019-973891,2019-06-28,000001,Vente en l'état futur d'achèvement,900000,32,,RUE DU DOME,2580,92100,92012,Boulogne-Billancourt,92,,,92012000BM0027,,,10,,,,,,,,,,1,,,,,,,,,,2.249828,48.832804
2019-973891,2019-06-28,000001,Vente en l'état futur d'achèvement,900000,32,,RUE DU DOME,2580,92100,92012,Boulogne-Billancourt,92,,,92012000BM0027,,,53,,,,,,,,,,1,,,,,,,,,,2.249828,48.832804
2019-973891,2019-06-28,000001,Vente en l'état futur d'achèvement,900000,32,,RUE DU DOME,2580,92100,92012,Boulogne-Billancourt,92,,,92012000BM0027,,,54,,,,,,,,,,1,,,,,,,,,,2.249828,48.832804
2019-973893,2019-07-04,000001,Vente,625290,50,,QUAI ALPHONSE LE GALLO,0075,92100,92012,Boulogne-Billancourt,92,,,92012000AF0049,,,87,75.71,,,,,,,,,1,2,Appartement,72,3,,,,,,2.225114,48.839492
2019-973895,2019-07-16,000001,Vente,553250,25,,AV PIERRE GRENIER,7205,92100,92012,Boulogne-Billancourt,92,,,92012000BK0007,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.249985,48.828345
2019-973895,2019-07-16,000001,Vente,553250,25,,AV PIERRE GRENIER,7205,92100,92012,Boulogne-Billancourt,92,,,92012000BK0007,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.249985,48.828345
2019-973895,2019-07-16,000001,Vente,553250,25,,AV PIERRE GRENIER,7205,92100,92012,Boulogne-Billancourt,92,,,92012000BK0007,,,18,63.6,48,,,,,,,,2,2,Appartement,65,1,,,,,,2.249985,48.828345
2019-973896,2019-07-12,000001,Vente,880000,4,,RUE ALFRED LAURANT,0070,92100,92012,Boulogne-Billancourt,92,,,920120000L0004,,,36,,,,,,,,,,1,2,Appartement,89,4,,,,,,2.234987,48.844509
2019-973896,2019-07-12,000001,Vente,880000,4,,RUE ALFRED LAURANT,0070,92100,92012,Boulogne-Billancourt,92,,,920120000L0004,,,11,91.52,,,,,,,,,1,2,Appartement,89,4,,,,,,2.234987,48.844509
2019-973899,2019-06-03,000001,Vente,407000,78,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000Q0119,,,88,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.246016,48.841691
2019-973899,2019-06-03,000001,Vente,407000,82,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000Q0119,,,961,,995,43.59,,,,,,,2,2,Appartement,46,2,,,,,,2.246016,48.841691
2019-973901,2019-07-12,000001,Vente,543100,145,,RUE VIEUX PONT DE SEVRES,9670,92100,92012,Boulogne-Billancourt,92,,,92012000BF0005,,,13,,31,,,,,,,,2,2,Appartement,70,3,,,,,,2.243802,48.831886
2019-973902,2019-07-01,000001,Vente,507000,9,,PL CORNEILLE,1485,92100,92012,Boulogne-Billancourt,92,,,92012000BL0196,,,8027,,8220,65.06,,,,,,,2,2,Appartement,67,3,,,,,,2.248235,48.830761
2019-973904,2019-07-01,000001,Vente,480000,14,,RUE DE LA BELLE FEUILLE,0640,92100,92012,Boulogne-Billancourt,92,,,920120000Y0154,,,651,,723,52.01,,,,,,,2,2,Appartement,51,2,,,,,,2.242014,48.838386
2019-973904,2019-07-01,000001,Vente,480000,14,,RUE DE LA BELLE FEUILLE,0640,92100,92012,Boulogne-Billancourt,92,,,920120000Y0154,,,667,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.242014,48.838386
2019-973907,2019-07-11,000001,Vente,1357250,38,,RUE DE LA SAUSSIERE,8530,92100,92012,Boulogne-Billancourt,92,,,920120000Z0042,,,8104,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.24034,48.836728
2019-973907,2019-07-11,000001,Vente,1357250,13,,RUE LE CORBUSIER,1483,92100,92012,Boulogne-Billancourt,92,,,920120000Z0042,,,8044,,8069,,,,,,,,2,2,Appartement,98,3,,,,,,2.24034,48.836728
2019-973912,2019-07-18,000001,Vente,210000,103,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AM0023,,,4,22.2,,,,,,,,,1,2,Appartement,17,1,,,,,,2.233085,48.834982
2019-973913,2019-07-10,000001,Vente en l'état futur d'achèvement,472000,32,,RUE DU DOME,2580,92100,92012,Boulogne-Billancourt,92,,,92012000BM0027,,,28,,,,,,,,,,1,,,,,,,,,,2.249828,48.832804
2019-973913,2019-07-10,000001,Vente en l'état futur d'achèvement,472000,32,,RUE DU DOME,2580,92100,92012,Boulogne-Billancourt,92,,,92012000BM0027,,,35,,,,,,,,,,1,,,,,,,,,,2.249828,48.832804
2019-973916,2019-06-26,000001,Vente,3600000,39,,BD D AUTEUIL,0170,92100,92012,Boulogne-Billancourt,92,,,920120000S0090,,,,,,,,,,,,,0,1,Maison,241,10,S,sols,,,575,2.246701,48.846296
2019-973918,2019-07-12,000001,Vente,399100,75,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000BM0004,,,10,,42,49.32,,,,,,,2,2,Appartement,22,2,,,,,,2.249791,48.834078
2019-973918,2019-07-12,000001,Vente,399100,75,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000BM0004,,,17,,41,49.32,,,,,,,2,2,Appartement,25,2,,,,,,2.249791,48.834078
2019-973920,2019-06-27,000001,Vente,285714.28,28,,RUE DE MEUDON,6220,92100,92012,Boulogne-Billancourt,92,,,92012000BH0005,,,582,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.242212,48.826203
2019-973920,2019-06-27,000001,Vente,285714.28,28,,RUE DE MEUDON,6220,92100,92012,Boulogne-Billancourt,92,,,92012000BH0005,,,519,40.25,,,,,,,,,1,2,Appartement,39,2,,,,,,2.242212,48.826203
2019-973921,2019-07-05,000001,Vente,1200000,87,,RUE GALLIENI,4110,92100,92012,Boulogne-Billancourt,92,,,92012000AQ0269,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.244467,48.836983
2019-973921,2019-07-05,000001,Vente,1200000,87,,RUE GALLIENI,4110,92100,92012,Boulogne-Billancourt,92,,,92012000AQ0269,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.244467,48.836983
2019-973921,2019-07-05,000001,Vente,1200000,85,,RUE GALLIENI,4110,92100,92012,Boulogne-Billancourt,92,,,92012000AQ0269,,,139,,36,,,,,,,,2,2,Appartement,94,5,,,,,,2.244467,48.836983
2019-973922,2019-07-10,000001,Vente,580580,219,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,92012000BL0141,,,23,,89,62.6,,,,,,,2,2,Appartement,62,3,,,,,,2.244707,48.832183
