id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2019-971004,2019-01-23,000001,Vente,616400,70,,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BM0055,,,428,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.251071,48.831404
2019-971004,2019-01-23,000001,Vente,616400,70,,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BM0055,,,431,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.251071,48.831404
2019-971004,2019-01-23,000001,Vente,616400,70,,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BM0055,,,143,84.45,,,,,,,,,1,2,Appartement,80,4,,,,,,2.251071,48.831404
2019-971004,2019-01-23,000001,Vente,616400,70,,RUE DU POINT DU JOUR,7232,92100,92012,Boulogne-Billancourt,92,,,92012000BM0055,,,300,,,,,,,,,,1,2,Appartement,130,6,,,,,,2.251071,48.831404
2019-971005,2019-01-11,000001,Vente,603000,60,B,AV J B CLEMENT,4720,92100,92012,Boulogne-Billancourt,92,,,920120000G0126,,,13,60.61,,,,,,,,,1,2,Appartement,16,1,,,,,,2.235226,48.845267
2019-971005,2019-01-11,000001,Vente,603000,60,B,AV J B CLEMENT,4720,92100,92012,Boulogne-Billancourt,92,,,920120000G0126,,,14,,,,,,,,,,1,2,Appartement,36,2,,,,,,2.235226,48.845267
2019-971006,2019-01-11,000001,Vente,119000,16,,CRS DE L'ILE SEGUIN,8534,92100,92012,Boulogne-Billancourt,92,,,92012000BD0056,,,4029,23.26,,,,,,,,,1,4,Local industriel. commercial ou assimilé,24,0,,,,,,2.234619,48.828379
2019-971007,2019-01-10,000001,Vente,248000,29,,RUE DE BILLANCOURT,0712,92100,92012,Boulogne-Billancourt,92,,,920120000M0018,,,37,27.14,49,,,,,,,,2,2,Appartement,28,1,,,,,,2.234994,48.842691
2019-971014,2019-01-28,000001,Vente en l'état futur d'achèvement,105000,,,,,,92012,Boulogne-Billancourt,92,,,92012000BM0066,,,2151,12.5,,,,,,,,,1,,,,,,,,,,2.250049,48.830812
2019-971014,2019-01-28,000001,Vente en l'état futur d'achèvement,105000,,,,,,92012,Boulogne-Billancourt,92,,,92012000BM0066,,,2152,12.75,,,,,,,,,1,,,,,,,,,,2.250049,48.830812
2019-971014,2019-01-28,000001,Vente en l'état futur d'achèvement,105000,,,,,,92012,Boulogne-Billancourt,92,,,92012000BM0066,,,2178,29.2,,,,,,,,,1,,,,,,,,,,2.250049,48.830812
2019-971015,2019-01-24,000001,Vente,791600,3,,RUE DU CDT GUILBAUD A PARIS,1480,75016,92012,Boulogne-Billancourt,92,,,920120000V0087,,,32,,8,92.37,,,,,,,2,2,Appartement,90,4,,,,,,2.251366,48.839257
2019-971017,2019-01-08,000001,Vente,1183000,35,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AE0062,,,65,,66,,70,,,,,,3,2,Appartement,135,4,,,,,,2.228268,48.836737
2019-971017,2019-01-08,000001,Vente,1183000,35,,RUE DE SEVRES,8555,92100,92012,Boulogne-Billancourt,92,,,92012000AE0062,,,9,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.228268,48.836737
2019-971020,2019-01-21,000001,Vente,625000,38,,QUAI GEORGES GORSE,4145,92100,92012,Boulogne-Billancourt,92,,,92012000BD0090,,,459,71.4,,,,,,,,,1,2,Appartement,70,3,,,,,,2.237068,48.824813
2019-971022,2019-01-28,000001,Vente,215100,7,,RUE BERANGER,0671,92100,92012,Boulogne-Billancourt,92,,,92012000AF0010,,,7,,77,28.71,,,,,,,2,2,Appartement,24,1,,,,,,2.226198,48.840477
2019-971023,2019-01-15,000001,Vente,821500,127,,AV J B CLEMENT,4720,92100,92012,Boulogne-Billancourt,92,,,920120000E0129,,,323,106.44,930,,,,,,,,2,2,Appartement,109,5,,,,,,2.23162,48.84242
2019-971023,2019-01-15,000001,Vente,821500,127,,AV J B CLEMENT,4720,92100,92012,Boulogne-Billancourt,92,,,920120000E0129,,,625,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.23162,48.84242
2019-971026,2019-01-21,000001,Vente,606600,50,,QUAI ALPHONSE LE GALLO,0075,92100,92012,Boulogne-Billancourt,92,,,92012000AF0049,,,21,84.62,,,,,,,,,1,2,Appartement,85,4,,,,,,2.225114,48.839492
2019-971027,2019-01-29,000001,Vente,1858930,37,,BD D AUTEUIL,0170,92100,92012,Boulogne-Billancourt,92,,,920120000S0075,,,116,172.24,130,,,,,,,,2,2,Appartement,172,5,,,,,,2.2472,48.84597
2019-971027,2019-01-29,000001,Vente,1858930,37,,BD D AUTEUIL,0170,92100,92012,Boulogne-Billancourt,92,,,920120000S0075,,,104,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.2472,48.84597
2019-971033,2019-01-11,000001,Vente,365000,21,,QUAI ALPHONSE LE GALLO,0075,92100,92012,Boulogne-Billancourt,92,,,92012000AI0024,,,193,47.26,,,,,,,,,1,2,Appartement,50,2,,,,,,2.227872,48.832994
2019-971035,2019-01-15,000001,Vente,130000,19,B,RUE DES LONGS PRES,5170,92100,92012,Boulogne-Billancourt,92,,,92012000BL0065,,,15,16.46,22,,,,,,,,2,2,Appartement,18,1,,,,,,2.247195,48.831272
2019-971038,2019-01-16,000001,Vente,308800,19,,RUE DE SEINE,8540,92100,92012,Boulogne-Billancourt,92,,,92012000BK0003,,,19,,94,,,,,,,,2,2,Appartement,37,2,,,,,,2.24964,48.828819
2019-971039,2019-01-16,000001,Vente,572370,133,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AM0258,,,257,72.95,577,,,,,,,,2,2,Appartement,71,4,,,,,,2.234582,48.833802
2019-971039,2019-01-16,000001,Vente,572370,133,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AM0258,,,734,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234582,48.833802
2019-971041,2019-01-11,000001,Vente,432400,107,B,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,92012000AB0006,,,16,47.01,,,,,,,,,1,2,Appartement,47,2,,,,,,2.236095,48.839823
2019-971049,2019-01-30,000001,Vente,715000,58,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000Q0122,,,532,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245431,48.843012
2019-971049,2019-01-30,000001,Vente,715000,58,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000Q0122,,,533,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245431,48.843012
2019-971049,2019-01-30,000001,Vente,715000,58,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000Q0122,,,629,78.29,,,,,,,,,1,2,Appartement,81,4,,,,,,2.245431,48.843012
2019-971053,2019-01-16,000001,Vente,228000,115,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,92012000AC0032,,,13,38.33,23,,,,,,,,2,2,Appartement,36,2,,,,,,2.232358,48.840066
2019-971055,2019-01-14,000001,Vente,405800,100,,AV ANDRE MORIZET,0123,92100,92012,Boulogne-Billancourt,92,,,92012000AD0216,,,6,56.8,,,,,,,,,1,2,Appartement,58,3,,,,,,2.232515,48.839074
2019-971056,2019-01-24,000001,Vente,910000,58,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000Q0122,,,520,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245431,48.843012
2019-971056,2019-01-24,000001,Vente,910000,58,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000Q0122,,,620,,,,,,,,,,1,2,Appartement,28,1,,,,,,2.245431,48.843012
2019-971056,2019-01-24,000001,Vente,910000,58,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000Q0122,,,619,,,,,,,,,,1,2,Appartement,81,4,,,,,,2.245431,48.843012
2019-971058,2019-01-31,000001,Vente,292000,18,,RUE DES ABONDANCES,0010,92100,92012,Boulogne-Billancourt,92,,,920120000F0139,,,49,43.49,90,,,,,,,,2,2,Appartement,45,2,,,,,,2.230369,48.843376
2019-971058,2019-01-31,000001,Vente,292000,7,,RUE SAINT DENIS,8831,92100,92012,Boulogne-Billancourt,92,,,920120000F0139,,,2061,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.230369,48.843376
2019-971065,2019-01-15,000001,Vente,947250,18,,RUE DE LA SAUSSIERE,8530,92100,92012,Boulogne-Billancourt,92,,,920120000Z0284,,,347,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.239492,48.838623
2019-971065,2019-01-15,000001,Vente,947250,18,,RUE DE LA SAUSSIERE,8530,92100,92012,Boulogne-Billancourt,92,,,920120000Z0284,,,55,,7,89.04,,,,,,,2,2,Appartement,95,4,,,,,,2.239492,48.838623
2019-971067,2019-01-31,000001,Vente,730380,38,,QUAI GEORGES GORSE,4145,92100,92012,Boulogne-Billancourt,92,,,92012000BD0090,,,480,71.69,,,,,,,,,1,2,Appartement,71,3,,,,,,2.237068,48.824813
2019-971068,2019-02-01,000001,Vente,22500,23,,RUE DES LONGS PRES,5170,92100,92012,Boulogne-Billancourt,92,,,92012000BL0196,,,10006,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248235,48.830761
2019-971069,2019-01-29,000001,Vente,190000,30,,RUE DE LA ROCHEFOUCAULD,5110,92100,92012,Boulogne-Billancourt,92,,,920120000R0008,,,14,20.55,,,,,,,,,1,2,Appartement,15,1,,,,,,2.242072,48.845643
2019-971071,2019-01-28,000001,Vente,290030,165,,RUE D'AGUESSEAU,0050,92100,92012,Boulogne-Billancourt,92,,,92012000AO0072,,,14,36.26,8,,,,,,,,2,2,Appartement,35,2,,,,,,2.238208,48.836051
2019-971072,2019-01-31,000001,Vente,620000,8,,RUE LAZARE HOCHE,5120,92100,92012,Boulogne-Billancourt,92,,,920120000Q0119,,,1260,,1272,78.49,,,,,,,2,2,Appartement,81,4,,,,,,2.246016,48.841691
2019-971074,2019-01-30,000001,Vente,520000,21,,QUAI ALPHONSE LE GALLO,0075,92100,92012,Boulogne-Billancourt,92,,,92012000AI0024,,,330,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.227872,48.832994
2019-971074,2019-01-30,000001,Vente,520000,21,,QUAI ALPHONSE LE GALLO,0075,92100,92012,Boulogne-Billancourt,92,,,92012000AI0024,,,269,65.81,,,,,,,,,1,2,Appartement,69,2,,,,,,2.227872,48.832994
2019-971077,2019-01-16,000001,Vente,60000,95,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000P0125,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.24192,48.842228
2019-971077,2019-01-16,000001,Vente,60000,95,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000P0125,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.24192,48.842228
2019-971078,2019-01-31,000001,Vente,244000,109,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AL0066,,,177,37.14,67,,,,,,,,2,2,Appartement,40,2,,,,,,2.232187,48.832364
2019-971079,2019-02-01,000001,Vente,671750,51,,RUE DE L EST,3185,92100,92012,Boulogne-Billancourt,92,,,920120000P0105,,,10,,31,67.5,,,,,,,2,2,Appartement,67,3,,,,,,2.243579,48.842722
2019-971085,2019-01-28,000001,Vente,540000,31,,AV GAL LECLERC,4135,92100,92012,Boulogne-Billancourt,92,,,92012000AV0002,,,17,,5,17.7,6,53.9,,,,,3,4,Local industriel. commercial ou assimilé,81,0,,,,,,2.238532,48.831789
2019-971088,2019-01-18,000001,Vente,299000,133,,RUE DE SILLY,8561,92100,92012,Boulogne-Billancourt,92,,,92012000AM0258,,,367,,47,43.76,,,,,,,2,2,Appartement,42,2,,,,,,2.234582,48.833802
2019-971092,2019-02-04,000001,Vente,550550,9,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,920120000L0130,,,232,,96,64.35,,,,,,,2,2,Appartement,66,3,,,,,,2.238449,48.84429
2019-971094,2019-01-18,000001,Vente,345000,9,B,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,920120000L0130,,,12,,770,,,,,,,,2,2,Appartement,40,1,,,,,,2.238449,48.84429
2019-971095,2019-02-04,000001,Vente,320000,84,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,92012000AQ0223,,,12,40.91,28,,,,,,,,2,2,Appartement,42,2,,,,,,2.245326,48.837145
2019-971096,2019-01-29,000001,Vente,313145,109,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,92012000AC0036,,,12,41,45,,,,,,,,2,2,Appartement,40,2,,,,,,2.233572,48.840053
2019-971097,2019-02-01,000001,Vente,700000,2,,AV STADE DE COUBERTIN,8575,92100,92012,Boulogne-Billancourt,92,,,92012000BO0060,,,1,,102,86.73,,,,,,,2,2,Appartement,88,3,,,,,,2.255187,48.834548
2019-971098,2019-01-15,000001,Vente,260000,169,,RUE GALLIENI,4110,92100,92012,Boulogne-Billancourt,92,,,92012000AM0017,,,20,,43,,,,,,,,2,2,Appartement,30,2,,,,,,2.235576,48.835868
2019-971099,2019-02-06,000001,Vente,627903,84,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000AU0118,,,3041,,3057,78.3,,,,,,,2,2,Appartement,77,3,,,,,,2.247076,48.834049
2019-971099,2019-02-06,000001,Vente,627903,84,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000AU0118,,,3020,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.247076,48.834049
2019-971100,2019-02-05,000001,Vente,851950,81,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000Z0280,,,1031,,1074,87.19,,,,,,,2,2,Appartement,86,3,,,,,,2.239146,48.839098
2019-971100,2019-02-05,000001,Vente,851950,81,,RTE DE LA REINE,8111,92100,92012,Boulogne-Billancourt,92,,,920120000Z0280,,,1553,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.239146,48.839098
2019-971101,2019-01-11,000001,Vente,292564,332,,AV DU MARECHAL JUIN,6165,92100,92012,Boulogne-Billancourt,92,,,92012000AK0226,,,415,39.71,527,,,,,,,,2,2,Appartement,38,2,,,,,,2.232102,48.833334
2019-971103,2019-02-01,000001,Vente,586000,27,,RUE DU PAVILLON,7160,92100,92012,Boulogne-Billancourt,92,,,920120000V0065,,,9,63.45,,,,,,,,,1,2,Appartement,60,3,,,,,,2.248697,48.840688
2019-971104,2019-01-29,000001,Vente,180000,62,,RUE DE PARIS,7130,92100,92012,Boulogne-Billancourt,92,,,920120000O0159,,,2,23.76,,,,,,,,,1,2,Appartement,23,1,,,,,,2.243662,48.840751
2019-971105,2019-01-30,000001,Vente,420000,121,,RUE VIEUX PONT DE SEVRES,9670,92100,92012,Boulogne-Billancourt,92,,,92012000BL0126,,,419,,473,50.92,,,,,,,2,2,Appartement,58,3,,,,,,2.24587,48.832425
2019-971106,2019-02-06,000001,Vente,18000,23,B,RUE DE L ABREUVOIR,0020,92100,92012,Boulogne-Billancourt,92,,,920120000G0162,,,142,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.231441,48.847171
2019-971111,2019-02-05,000001,Vente,1057000,21,,RPT RHIN ET DANUBE,8135,92100,92012,Boulogne-Billancourt,92,,,92012000AF0055,,,72,,73,,,,,,,,2,2,Appartement,102,5,,,,,,2.227729,48.84056
2019-971111,2019-02-05,000001,Vente,1057000,21,,RPT RHIN ET DANUBE,8135,92100,92012,Boulogne-Billancourt,92,,,92012000AF0055,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.227729,48.84056
2019-971111,2019-02-05,000001,Vente,1057000,21,,RPT RHIN ET DANUBE,8135,92100,92012,Boulogne-Billancourt,92,,,92012000AF0055,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.227729,48.84056
2019-971111,2019-02-05,000001,Vente,1057000,21,,RPT RHIN ET DANUBE,8135,92100,92012,Boulogne-Billancourt,92,,,92012000AF0055,,,83,,85,,,,,,,,2,2,Appartement,22,2,,,,,,2.227729,48.84056
2019-971112,2019-01-16,000001,Vente,308250,68,,RUE DE BELLEVUE,0651,92100,92012,Boulogne-Billancourt,92,,,92012000AE0110,,,48,,72,38.69,,,,,,,2,2,Appartement,38,2,,,,,,2.230341,48.836226
2019-971116,2019-01-10,000001,Vente,882500,12,,RUE DE BILLANCOURT,0712,92100,92012,Boulogne-Billancourt,92,,,920120000F0073,,,18,,9,,,,,,,,2,2,Appartement,89,4,,,,,,2.234385,48.84343
2019-971120,2019-02-06,000001,Vente,30000,95,,RUE DU CHATEAU,1425,92100,92012,Boulogne-Billancourt,92,,,920120000P0125,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.24192,48.842228
2019-971121,2019-01-09,000001,Vente,412800,119,,AV ANDRE MORIZET,0123,92100,92012,Boulogne-Billancourt,92,,,92012000AC0117,,,278,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.229273,48.839453
2019-971121,2019-01-09,000001,Vente,412800,119,,AV ANDRE MORIZET,0123,92100,92012,Boulogne-Billancourt,92,,,92012000AC0117,,,109,,191,,,,,,,,2,2,Appartement,64,3,,,,,,2.229273,48.839453
2019-971125,2019-02-08,000001,Vente,800000,12,,QUAI STALINGRAD,8580,92100,92012,Boulogne-Billancourt,92,,,92012000BJ0073,,,84,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245778,48.824596
2019-971125,2019-02-08,000001,Vente,800000,12,,QUAI STALINGRAD,8580,92100,92012,Boulogne-Billancourt,92,,,92012000BJ0073,,,21,,58,117.06,,,,,,,2,2,Appartement,117,5,,,,,,2.245778,48.824596
2019-971129,2019-01-18,000001,Vente,607600,20,,RUE NUNGESSER ET COLI,6660,75016,92012,Boulogne-Billancourt,92,,,920120000U0051,,,3,76.54,40,,,,,,,,2,2,Appartement,66,3,,,,,,2.251395,48.843624
2019-971132,2019-01-30,000001,Vente,265000,48,,QUAI ALPHONSE LE GALLO,0075,92100,92012,Boulogne-Billancourt,92,,,92012000AG0031,,,1339,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.226176,48.838134
2019-971132,2019-01-30,000001,Vente,265000,48,,QUAI ALPHONSE LE GALLO,0075,92100,92012,Boulogne-Billancourt,92,,,92012000AG0031,,,1263,45.35,1298,,,,,,,,2,2,Appartement,46,2,,,,,,2.226176,48.838134
2019-971133,2019-01-22,000001,Vente,573220,68,,RUE MARCEL BONTEMPS,0759,92100,92012,Boulogne-Billancourt,92,,,92012000BD0037,,,2212,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.237799,48.828363
2019-971133,2019-01-22,000001,Vente,573220,7,,ALL ROBERT DOISNEAU,2575,92100,92012,Boulogne-Billancourt,92,,,92012000BD0037,,,2006,65.43,,,,,,,,,1,2,Appartement,66,3,,,,,,2.237799,48.828363
2019-971134,2019-01-23,000001,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,22,,,,,,,,,,1,2,Appartement,38,2,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,,,,,,,,,,,0,,,,,S,sols,,,446,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,3,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,15,,,,,,,,,,1,2,Appartement,97,3,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,8,,,,,,,,,,1,2,Appartement,56,3,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,11,,,,,,,,,,1,2,Appartement,85,4,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,12,,,,,,,,,,1,2,Appartement,56,3,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,7,,,,,,,,,,1,2,Appartement,89,4,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,13,,,,,,,,,,1,2,Appartement,90,4,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,6,,,,,,,,,,1,2,Appartement,59,2,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,5,,,,,,,,,,1,2,Appartement,85,1,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,22,,,,,,,,,,1,2,Appartement,38,2,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,2,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,10,,,,,,,,,,1,2,Appartement,60,2,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,14,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,62,0,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,1,,,,,,,,,,1,2,Appartement,57,2,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,9,,,,,,,,,,1,2,Appartement,86,3,,,,,,2.245513,48.837589
2019-971134,2019-01-23,000002,Vente,240000,78,,AV VICTOR HUGO,9660,92100,92012,Boulogne-Billancourt,92,,,920120000Y0093,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245513,48.837589
2019-971135,2019-01-18,000001,Vente,1180000,12,,RUE MAX BLONDAT,6195,92100,92012,Boulogne-Billancourt,92,,,920120000U0007,,,41,122.1,7,,,,,,,,2,2,Appartement,123,4,,,,,,2.247097,48.844152
2019-971135,2019-01-18,000001,Vente,1180000,12,,RUE MAX BLONDAT,6195,92100,92012,Boulogne-Billancourt,92,,,920120000U0007,,,16,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.247097,48.844152
2019-971140,2019-01-29,000001,Vente,1,86,,RUE MARCEL DASSAULT,6147,92100,92012,Boulogne-Billancourt,92,,,92012000AU0046,,,1,42.1,,,,,,,,,1,4,Local industriel. commercial ou assimilé,40,0,,,,,,2.246923,48.833433
2019-971141,2019-01-14,000001,Vente,476191,12,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000S0129,,,41,,92,50.46,,,,,,,2,2,Appartement,49,2,,,,,,2.243145,48.846695
2019-971141,2019-01-14,000001,Vente,476191,12,,RUE DENFERT ROCHEREAU,2541,92100,92012,Boulogne-Billancourt,92,,,920120000S0129,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.243145,48.846695
2019-971143,2019-01-29,000001,Vente,25000,17,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,920120000M0082,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.238676,48.843003
2019-971145,2019-02-07,000001,Vente,311260,10,,RUE PAU CASALS,7134,92100,92012,Boulogne-Billancourt,92,,,920120000J0115,,,310,37.94,,,,,,,,,1,2,Appartement,37,2,,,,,,2.238844,48.847427
2019-971146,2019-02-07,000001,Vente,26000,16,,RUE LOUIS PASTEUR,5180,92100,92012,Boulogne-Billancourt,92,,,920120000P0196,,,256,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.24141,48.842322
2019-971154,2019-02-08,000001,Vente,670000,52,,RUE DE LA TOURELLE,9150,92100,92012,Boulogne-Billancourt,92,,,920120000V0095,,,28,,32,,60,84.01,,,,,3,2,Appartement,82,3,,,,,,2.250545,48.84077
2019-971154,2019-02-08,000001,Vente,670000,52,,RUE DE LA TOURELLE,9150,92100,92012,Boulogne-Billancourt,92,,,920120000V0095,,,51,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.250545,48.84077
2019-971159,2019-01-29,000001,Vente,147500,40,,RUE DE MEUDON,6220,92100,92012,Boulogne-Billancourt,92,,,92012000BG0007,,,38,39.53,,,,,,,,,1,2,Appartement,42,2,,,,,,2.24266,48.828091
